reporting_airline,dot_id_reporting_airline,tail_number,originairportid,origin,destairportid,dest,crsdeptime,deptime,depdelay,crsarrtime,arrtime,arrdelay,cancelled,totaladdgtime,arrival_time,col_for_aircraft_model,arrival_time_min,time_only_int,Taxis_departed
"EV",20366,"N29906",11423,"DSM",13930,"ORD",1130,1131,1,1247,1230,-17,0,0,1230,"null",750,780,8
"OO",20304,"N943SW",13342,"MKE",13930,"ORD",1142,1149,7,1231,1231,0,0,0,1231,"null",751,780,8
"AA",19805,"N539AA",13487,"MSP",13930,"ORD",1115,1108,-7,1245,1231,-14,0,0,1231,"null",751,780,8
"YV",20378,"N514MJ",14685,"SAV",13930,"ORD",1134,1124,-10,1253,1232,-21,0,0,1232,"null",752,780,8
"UA",19977,"N33292",12266,"IAH",13930,"ORD",1022,1023,1,1257,1233,-24,0,0,1233,"null",753,780,8
"EV",20366,"N16541",11057,"CLT",13930,"ORD",1142,1138,-4,1245,1233,-12,0,0,1233,"null",753,780,8
"UA",19977,"N838UA",14635,"RSW",13930,"ORD",1048,1045,-3,1247,1234,-13,0,0,1234,"null",754,780,8
"US",20355,"N637AW",14107,"PHX",13930,"ORD",845,837,-8,1303,1236,-27,0,0,1236,"null",756,780,8
"MQ",20398,"N696MQ",12278,"ICT",13930,"ORD",1045,1045,0,1240,1237,-3,0,0,1237,"null",757,780,8
"MQ",20398,"N617MQ",11066,"CMH",13930,"ORD",1200,1219,19,1225,1239,14,0,0,1239,"null",759,780,8
"MQ",20398,"N526MQ",11278,"DCA",13930,"ORD",1540,1708,88,1650,1818,88,0,0,1818,"null",1098,1110,21
"YV",20378,"N508MJ",14685,"SAV",13930,"ORD",1714,1708,-6,1835,1818,-17,0,0,1818,"null",1098,1110,21
"UA",19977,"N831UA",12266,"IAH",13930,"ORD",1537,1549,12,1822,1819,-3,0,0,1819,"null",1099,1110,21
"AA",19805,"N576AA",11298,"DFW",13930,"ORD",1600,1630,30,1820,1820,0,0,0,1820,"null",1100,1110,21
"MQ",20398,"N605MQ",11823,"FWA",13930,"ORD",1825,1818,-7,1825,1822,-3,0,0,1822,"null",1102,1110,21
"MQ",20398,"N815MQ",10361,"ART",13930,"ORD",1720,1709,-11,1840,1823,-17,0,0,1823,"null",1103,1110,21
"UA",19977,"N38451",13204,"MCO",13930,"ORD",1626,1628,2,1823,1823,0,0,0,1823,"null",1103,1110,21
"MQ",20398,"N507MQ",11618,"EWR",13930,"ORD",1635,1632,-3,1810,1824,14,0,0,1824,"null",1104,1110,21
"UA",19977,"N423UA",11278,"DCA",13930,"ORD",1640,1638,-2,1746,1827,41,0,0,1827,"null",1107,1110,21
"MQ",20398,"N615MQ",14524,"RIC",13930,"ORD",1705,1710,5,1825,1827,2,0,0,1827,"null",1107,1110,21
"MQ",20398,"N600MQ",11067,"CMI",13930,"ORD",1740,1740,0,1845,1827,-18,0,0,1827,"null",1107,1110,21
"UA",19977,"N658UA",12264,"IAD",13930,"ORD",1720,1718,-2,1826,1828,2,0,0,1828,"null",1108,1110,21
"MQ",20398,"N638MQ",10693,"BNA",13930,"ORD",1615,1639,24,1800,1803,3,0,0,1803,"null",1083,1110,21
"MQ",20398,"N900MQ",11433,"DTW",13930,"ORD",1805,1757,-8,1835,1803,-32,0,0,1803,"null",1083,1110,21
"MQ",20398,"N667MQ",14576,"ROC",13930,"ORD",1715,1708,-7,1830,1804,-26,0,0,1804,"null",1084,1110,21
"AA",19805,"N569AA",12953,"LGA",13930,"ORD",1610,1605,-5,1800,1804,4,0,0,1804,"null",1084,1110,21
"MQ",20398,"N833MQ",10685,"BMI",13930,"ORD",1730,1723,-7,1825,1807,-18,0,0,1807,"null",1087,1110,21
"MQ",20398,"N854MQ",10268,"ALO",13930,"ORD",1655,1704,9,1825,1810,-15,0,0,1810,"null",1090,1110,21
"DL",19790,"N401EA",10397,"ATL",13930,"ORD",1730,1725,-5,1844,1810,-34,0,0,1810,"null",1090,1110,21
"MQ",20398,"N539MQ",11540,"ELP",13930,"ORD",1520,1512,-8,1920,1838,-42,0,0,1838,"null",1118,1125,16
"AA",19805,"N4WJAA",15304,"TPA",13930,"ORD",1640,1654,14,1830,1839,9,0,0,1839,"null",1119,1125,16
"AA",19805,"N3BBAA",11278,"DCA",13930,"ORD",1710,1735,25,1820,1842,22,0,0,1842,"null",1122,1125,16
"MQ",20398,"N624MQ",12451,"JAX",13930,"ORD",1710,1709,-1,1905,1842,-23,0,0,1842,"null",1122,1125,16
"MQ",20398,"N546MQ",12266,"IAH",13930,"ORD",1630,1638,8,1900,1843,-17,0,0,1843,"null",1123,1125,16
"MQ",20398,"N618MQ",11193,"CVG",13930,"ORD",1755,1826,31,1825,1843,18,0,0,1843,"null",1123,1125,16
"UA",19977,"N828UA",12892,"LAX",13930,"ORD",1302,1257,-5,1905,1843,-22,0,0,1843,"null",1123,1125,16
"OO",20304,"N825SK",14869,"SLC",13930,"ORD",1355,1354,-1,1805,1815,10,0,0,1815,"null",1095,1125,16
"AA",19805,"N3ALAA",12892,"LAX",13930,"ORD",1220,1219,-1,1830,1815,-15,0,0,1815,"null",1095,1125,16
"MQ",20398,"N526MQ",11278,"DCA",13930,"ORD",1540,1708,88,1650,1818,88,0,0,1818,"null",1098,1125,16
"YV",20378,"N508MJ",14685,"SAV",13930,"ORD",1714,1708,-6,1835,1818,-17,0,0,1818,"null",1098,1125,16
"UA",19977,"N831UA",12266,"IAH",13930,"ORD",1537,1549,12,1822,1819,-3,0,0,1819,"null",1099,1125,16
"AA",19805,"N576AA",11298,"DFW",13930,"ORD",1600,1630,30,1820,1820,0,0,0,1820,"null",1100,1125,16
"MQ",20398,"N605MQ",11823,"FWA",13930,"ORD",1825,1818,-7,1825,1822,-3,0,0,1822,"null",1102,1125,16
"MQ",20398,"N815MQ",10361,"ART",13930,"ORD",1720,1709,-11,1840,1823,-17,0,0,1823,"null",1103,1125,16
"UA",19977,"N38451",13204,"MCO",13930,"ORD",1626,1628,2,1823,1823,0,0,0,1823,"null",1103,1125,16
"MQ",20398,"N507MQ",11618,"EWR",13930,"ORD",1635,1632,-3,1810,1824,14,0,0,1824,"null",1104,1125,16
"UA",19977,"N423UA",11278,"DCA",13930,"ORD",1640,1638,-2,1746,1827,41,0,0,1827,"null",1107,1125,16
"MQ",20398,"N615MQ",14524,"RIC",13930,"ORD",1705,1710,5,1825,1827,2,0,0,1827,"null",1107,1125,16
"MQ",20398,"N600MQ",11067,"CMI",13930,"ORD",1740,1740,0,1845,1827,-18,0,0,1827,"null",1107,1125,16
"UA",19977,"N658UA",12264,"IAD",13930,"ORD",1720,1718,-2,1826,1828,2,0,0,1828,"null",1108,1125,16
"AA",19805,"N436AA",14262,"PSP",13930,"ORD",1245,1241,-4,1845,1831,-14,0,0,1831,"null",1111,1125,16
"MQ",20398,"N819MQ",12278,"ICT",13930,"ORD",1710,1702,-8,1910,1832,-38,0,0,1832,"null",1112,1125,16
"MQ",20398,"N628MQ",15412,"TYS",13930,"ORD",1700,1753,53,1750,1832,42,0,0,1832,"null",1112,1125,16
"UA",19977,"N34282",14771,"SFO",13930,"ORD",1050,1150,60,1705,1834,89,0,0,1834,"null",1114,1125,16
"YV",20378,"N507MJ",15096,"SYR",13930,"ORD",1715,1729,14,1823,1834,11,0,0,1834,"null",1114,1125,16
"UA",19977,"N553UA",12892,"LAX",13930,"ORD",1209,1252,43,1811,1834,23,0,0,1834,"null",1114,1125,16
"AA",19805,"N3DDAA",14747,"SEA",13930,"ORD",1155,1148,-7,1800,1835,35,0,0,1835,"null",1115,1125,16
"AA",19805,"N4YCAA",14107,"PHX",13930,"ORD",1430,1438,8,1900,1837,-23,0,0,1837,"null",1117,1125,16
"MQ",20398,"N639MQ",13230,"MDT",13930,"ORD",1725,1725,0,1835,1838,3,0,0,1838,"null",1118,1125,16
"AA",19805,"N436AA",14262,"PSP",13930,"ORD",1245,1241,-4,1845,1831,-14,0,0,1831,"null",1111,1140,13
"MQ",20398,"N819MQ",12278,"ICT",13930,"ORD",1710,1702,-8,1910,1832,-38,0,0,1832,"null",1112,1140,13
"MQ",20398,"N628MQ",15412,"TYS",13930,"ORD",1700,1753,53,1750,1832,42,0,0,1832,"null",1112,1140,13
"UA",19977,"N34282",14771,"SFO",13930,"ORD",1050,1150,60,1705,1834,89,0,0,1834,"null",1114,1140,13
"YV",20378,"N507MJ",15096,"SYR",13930,"ORD",1715,1729,14,1823,1834,11,0,0,1834,"null",1114,1140,13
"UA",19977,"N553UA",12892,"LAX",13930,"ORD",1209,1252,43,1811,1834,23,0,0,1834,"null",1114,1140,13
"AA",19805,"N3DDAA",14747,"SEA",13930,"ORD",1155,1148,-7,1800,1835,35,0,0,1835,"null",1115,1140,13
"AA",19805,"N4YCAA",14107,"PHX",13930,"ORD",1430,1438,8,1900,1837,-23,0,0,1837,"null",1117,1140,13
"MQ",20398,"N639MQ",13230,"MDT",13930,"ORD",1725,1725,0,1835,1838,3,0,0,1838,"null",1118,1140,13
"MQ",20398,"N539MQ",11540,"ELP",13930,"ORD",1520,1512,-8,1920,1838,-42,0,0,1838,"null",1118,1140,13
"AA",19805,"N4WJAA",15304,"TPA",13930,"ORD",1640,1654,14,1830,1839,9,0,0,1839,"null",1119,1140,13
"AA",19805,"N3BBAA",11278,"DCA",13930,"ORD",1710,1735,25,1820,1842,22,0,0,1842,"null",1122,1140,13
"MQ",20398,"N624MQ",12451,"JAX",13930,"ORD",1710,1709,-1,1905,1842,-23,0,0,1842,"null",1122,1140,13
"MQ",20398,"N546MQ",12266,"IAH",13930,"ORD",1630,1638,8,1900,1843,-17,0,0,1843,"null",1123,1140,13
"MQ",20398,"N618MQ",11193,"CVG",13930,"ORD",1755,1826,31,1825,1843,18,0,0,1843,"null",1123,1140,13
"UA",19977,"N828UA",12892,"LAX",13930,"ORD",1302,1257,-5,1905,1843,-22,0,0,1843,"null",1123,1140,13
"UA",19977,"N838UA",12451,"JAX",13930,"ORD",1729,1727,-2,1902,1846,-16,0,0,1846,"null",1126,1140,13
"MQ",20398,"N609MQ",10529,"BDL",13930,"ORD",1620,1645,25,1810,1847,37,0,0,1847,"null",1127,1140,13
"EV",20366,"N15910",14574,"ROA",13930,"ORD",1733,1751,18,1831,1848,17,0,0,1848,"null",1128,1140,13
"OO",20304,"N962SW",11042,"CLE",13930,"ORD",1801,1822,21,1827,1848,21,0,0,1848,"null",1128,1140,13
"UA",19977,"N805UA",12266,"IAH",13930,"ORD",1600,1605,5,1844,1848,4,0,0,1848,"null",1128,1140,13
"OO",20304,"N927SW",13871,"OMA",13930,"ORD",1728,1722,-6,1900,1850,-10,0,0,1850,"null",1130,1140,13
"AS",19930,"N323AS",14747,"SEA",13930,"ORD",1245,1244,-1,1850,1851,1,0,0,1851,"null",1131,1140,13
"UA",19977,"N536UA",14100,"PHL",13930,"ORD",1648,1724,36,1813,1852,39,0,0,1852,"null",1132,1140,13
"UA",19977,"N33209",11697,"FLL",13930,"ORD",1639,1651,12,1909,1853,-16,0,0,1853,"null",1133,1140,13
"UA",19977,"N418UA",12953,"LGA",13930,"ORD",1700,1701,1,1840,1856,16,0,0,1856,"null",1136,1140,13
"UA",19977,"N39415",11292,"DEN",13930,"ORD",1537,1540,3,1902,1858,-4,0,0,1858,"null",1138,1140,13
"UA",19977,"N846UA",10257,"ALB",13930,"ORD",1730,1729,-1,1903,1859,-4,0,0,1859,"null",1139,1140,13
"UA",19977,"N838UA",12451,"JAX",13930,"ORD",1729,1727,-2,1902,1846,-16,0,0,1846,"null",1126,1155,8
"MQ",20398,"N609MQ",10529,"BDL",13930,"ORD",1620,1645,25,1810,1847,37,0,0,1847,"null",1127,1155,8
"EV",20366,"N15910",14574,"ROA",13930,"ORD",1733,1751,18,1831,1848,17,0,0,1848,"null",1128,1155,8
"OO",20304,"N962SW",11042,"CLE",13930,"ORD",1801,1822,21,1827,1848,21,0,0,1848,"null",1128,1155,8
"UA",19977,"N805UA",12266,"IAH",13930,"ORD",1600,1605,5,1844,1848,4,0,0,1848,"null",1128,1155,8
"OO",20304,"N927SW",13871,"OMA",13930,"ORD",1728,1722,-6,1900,1850,-10,0,0,1850,"null",1130,1155,8
"AS",19930,"N323AS",14747,"SEA",13930,"ORD",1245,1244,-1,1850,1851,1,0,0,1851,"null",1131,1155,8
"UA",19977,"N536UA",14100,"PHL",13930,"ORD",1648,1724,36,1813,1852,39,0,0,1852,"null",1132,1155,8
"UA",19977,"N33209",11697,"FLL",13930,"ORD",1639,1651,12,1909,1853,-16,0,0,1853,"null",1133,1155,8
"UA",19977,"N418UA",12953,"LGA",13930,"ORD",1700,1701,1,1840,1856,16,0,0,1856,"null",1136,1155,8
"UA",19977,"N39415",11292,"DEN",13930,"ORD",1537,1540,3,1902,1858,-4,0,0,1858,"null",1138,1155,8
"UA",19977,"N846UA",10257,"ALB",13930,"ORD",1730,1729,-1,1903,1859,-4,0,0,1859,"null",1139,1155,8
"US",20355,"N185UW",11057,"CLT",13930,"ORD",1805,1804,-1,1911,1900,-11,0,0,1900,"null",1140,1155,8
"YV",20378,"N506MJ",13296,"MHT",13930,"ORD",1712,1708,-4,1855,1900,5,0,0,1900,"null",1140,1155,8
"UA",19977,"N19130",11618,"EWR",13930,"ORD",1709,1716,7,1846,1902,16,0,0,1902,"null",1142,1155,8
"MQ",20398,"N660MQ",11775,"FSD",13930,"ORD",1740,1734,-6,1930,1903,-27,0,0,1903,"null",1143,1155,8
"DL",19790,"N327NB",13487,"MSP",13930,"ORD",1710,1727,17,1841,1904,23,0,0,1904,"null",1144,1155,8
"MQ",20398,"N825MQ",13871,"OMA",13930,"ORD",1745,1740,-5,1930,1904,-26,0,0,1904,"null",1144,1155,8
"AA",19805,"N511AA",15016,"STL",13930,"ORD",1745,1750,5,1905,1904,-1,0,0,1904,"null",1144,1155,8
"EV",20366,"N13997",10785,"BTV",13930,"ORD",1732,1751,19,1908,1905,-3,0,0,1905,"null",1145,1155,8
"MQ",20398,"N685MQ",15096,"SYR",13930,"ORD",1640,1805,85,1755,1906,71,0,0,1906,"null",1146,1155,8
"MQ",20398,"N855MQ",13198,"MCI",13930,"ORD",1750,1744,-6,1925,1907,-18,0,0,1907,"null",1147,1155,8
"VX",21171,"N526VA",14771,"SFO",13930,"ORD",1315,1311,-4,1930,1909,-21,0,0,1909,"null",1149,1155,8
"OO",20304,"N984CA",13344,"MKG",13930,"ORD",1930,1929,-1,1925,1911,-14,0,0,1911,"null",1151,1155,8
"AA",19805,"N581AA",10423,"AUS",13930,"ORD",1630,1705,35,1915,1912,-3,0,0,1912,"null",1152,1155,8
"OO",20304,"N593ML",14952,"SPI",13930,"ORD",1820,1825,5,1919,1912,-7,0,0,1912,"null",1152,1155,8
"EV",20366,"N13964",11977,"GRB",13930,"ORD",1823,1821,-2,1923,1914,-9,0,0,1914,"null",1154,1155,8
"UA",19977,"N38454",13204,"MCO",13930,"ORD",1049,1058,9,1245,1240,-5,0,0,1240,"null",760,780,8
"MQ",20398,"N815MQ",10268,"ALO",13930,"ORD",635,1139,304,755,1245,290,0,0,1245,"null",765,780,8
"MQ",20398,"N512MQ",11292,"DEN",13930,"ORD",935,925,-10,1300,1245,-15,0,0,1245,"null",765,780,8
"MQ",20398,"N699MQ",11267,"DAY",13930,"ORD",1140,1243,63,1155,1246,51,0,0,1246,"null",766,780,8
"MQ",20398,"N694MQ",11423,"DSM",13930,"ORD",1040,1132,52,1200,1247,47,0,0,1247,"null",767,780,8
"MQ",20398,"N609MQ",10469,"AZO",13930,"ORD",1105,1256,111,1105,1247,102,0,0,1247,"null",767,780,8
"DL",19790,"N675MC",11433,"DTW",13930,"ORD",1245,1239,-6,1313,1247,-26,0,0,1247,"null",767,780,8
"AA",19805,"N5CFAA",12892,"LAX",13930,"ORD",720,719,-1,1325,1249,-36,0,0,1249,"null",769,780,8
"MQ",20398,"N645MQ",10529,"BDL",13930,"ORD",1030,1030,0,1215,1249,34,0,0,1249,"null",769,780,8
"UA",19977,"N579UA",14771,"SFO",13930,"ORD",654,652,-2,1304,1249,-15,0,0,1249,"null",769,780,8
"MQ",20398,"N804MQ",11067,"CMI",13930,"ORD",1200,1202,2,1255,1253,-2,0,0,1253,"null",773,780,8
"MQ",20398,"N669MQ",14524,"RIC",13930,"ORD",1140,1137,-3,1255,1254,-1,0,0,1254,"null",774,780,8
"AA",19805,"N613AA",13303,"MIA",13930,"ORD",1040,0,0,1255,0,0,1,0,1255,"null",775,780,8
"MQ",20398,"N631MQ",11433,"DTW",13930,"ORD",1230,1238,8,1255,1255,0,0,0,1255,"null",775,780,8
"MQ",20398,"N615MQ",10792,"BUF",13930,"ORD",1200,1155,-5,1255,1255,0,0,0,1255,"null",775,780,8
"MQ",20398,"N693MQ",14783,"SGF",13930,"ORD",1150,1146,-4,1325,1259,-26,0,0,1259,"null",779,780,8
"MQ",20398,"N813MQ",11775,"FSD",13930,"ORD",1120,1111,-9,1255,1259,4,0,0,1259,"null",779,780,8
"MQ",20398,"N815MQ",10268,"ALO",13930,"ORD",635,1139,304,755,1245,290,0,0,1245,"null",765,795,5
"MQ",20398,"N512MQ",11292,"DEN",13930,"ORD",935,925,-10,1300,1245,-15,0,0,1245,"null",765,795,5
"MQ",20398,"N699MQ",11267,"DAY",13930,"ORD",1140,1243,63,1155,1246,51,0,0,1246,"null",766,795,5
"MQ",20398,"N694MQ",11423,"DSM",13930,"ORD",1040,1132,52,1200,1247,47,0,0,1247,"null",767,795,5
"MQ",20398,"N609MQ",10469,"AZO",13930,"ORD",1105,1256,111,1105,1247,102,0,0,1247,"null",767,795,5
"DL",19790,"N675MC",11433,"DTW",13930,"ORD",1245,1239,-6,1313,1247,-26,0,0,1247,"null",767,795,5
"AA",19805,"N5CFAA",12892,"LAX",13930,"ORD",720,719,-1,1325,1249,-36,0,0,1249,"null",769,795,5
"MQ",20398,"N645MQ",10529,"BDL",13930,"ORD",1030,1030,0,1215,1249,34,0,0,1249,"null",769,795,5
"UA",19977,"N579UA",14771,"SFO",13930,"ORD",654,652,-2,1304,1249,-15,0,0,1249,"null",769,795,5
"MQ",20398,"N804MQ",11067,"CMI",13930,"ORD",1200,1202,2,1255,1253,-2,0,0,1253,"null",773,795,5
"MQ",20398,"N669MQ",14524,"RIC",13930,"ORD",1140,1137,-3,1255,1254,-1,0,0,1254,"null",774,795,5
"AA",19805,"N613AA",13303,"MIA",13930,"ORD",1040,0,0,1255,0,0,1,0,1255,"null",775,795,5
"MQ",20398,"N631MQ",11433,"DTW",13930,"ORD",1230,1238,8,1255,1255,0,0,0,1255,"null",775,795,5
"MQ",20398,"N615MQ",10792,"BUF",13930,"ORD",1200,1155,-5,1255,1255,0,0,0,1255,"null",775,795,5
"MQ",20398,"N693MQ",14783,"SGF",13930,"ORD",1150,1146,-4,1325,1259,-26,0,0,1259,"null",779,795,5
"MQ",20398,"N813MQ",11775,"FSD",13930,"ORD",1120,1111,-9,1255,1259,4,0,0,1259,"null",779,795,5
"AA",19805,"N3DEAA",12953,"LGA",13930,"ORD",1125,1130,5,1305,1301,-4,0,0,1301,"null",781,795,5
"VX",21171,"N629VA",14771,"SFO",13930,"ORD",700,659,-1,1315,1302,-13,0,0,1302,"null",782,795,5
"MQ",20398,"N624MQ",14576,"ROC",13930,"ORD",1145,1151,6,1245,1302,17,0,0,1302,"null",782,795,5
"UA",19977,"N846UA",12264,"IAD",13930,"ORD",1206,1211,5,1308,1305,-3,0,0,1305,"null",785,795,5
"YV",20378,"N504MJ",10397,"ATL",13930,"ORD",1216,1211,-5,1317,1306,-11,0,0,1306,"null",786,795,5
"US",20355,"N709UW",14100,"PHL",13930,"ORD",1135,1129,-6,1253,1308,15,0,0,1308,"null",788,795,5
"US",20355,"N189UW",11057,"CLT",13930,"ORD",1140,1220,40,1244,1309,25,0,0,1309,"null",789,795,5
"MQ",20398,"N842MQ",15412,"TYS",13930,"ORD",1240,1239,-1,1325,1312,-13,0,0,1312,"null",792,795,5
"AA",19805,"N476AA",15016,"STL",13930,"ORD",1200,1212,12,1310,1313,3,0,0,1313,"null",793,795,5
"MQ",20398,"N502MQ",11278,"DCA",13930,"ORD",1215,1203,-12,1325,1314,-11,0,0,1314,"null",794,795,5
"AA",19805,"N3DEAA",12953,"LGA",13930,"ORD",1125,1130,5,1305,1301,-4,0,0,1301,"null",781,810,4
"VX",21171,"N629VA",14771,"SFO",13930,"ORD",700,659,-1,1315,1302,-13,0,0,1302,"null",782,810,4
"MQ",20398,"N624MQ",14576,"ROC",13930,"ORD",1145,1151,6,1245,1302,17,0,0,1302,"null",782,810,4
"UA",19977,"N846UA",12264,"IAD",13930,"ORD",1206,1211,5,1308,1305,-3,0,0,1305,"null",785,810,4
"YV",20378,"N504MJ",10397,"ATL",13930,"ORD",1216,1211,-5,1317,1306,-11,0,0,1306,"null",786,810,4
"US",20355,"N709UW",14100,"PHL",13930,"ORD",1135,1129,-6,1253,1308,15,0,0,1308,"null",788,810,4
"US",20355,"N189UW",11057,"CLT",13930,"ORD",1140,1220,40,1244,1309,25,0,0,1309,"null",789,810,4
"MQ",20398,"N842MQ",15412,"TYS",13930,"ORD",1240,1239,-1,1325,1312,-13,0,0,1312,"null",792,810,4
"AA",19805,"N476AA",15016,"STL",13930,"ORD",1200,1212,12,1310,1313,3,0,0,1313,"null",793,810,4
"MQ",20398,"N502MQ",11278,"DCA",13930,"ORD",1215,1203,-12,1325,1314,-11,0,0,1314,"null",794,810,4
"MQ",20398,"N614MQ",10693,"BNA",13930,"ORD",1115,1145,30,1255,1316,21,0,0,1316,"null",796,810,4
"MQ",20398,"N636MQ",13871,"OMA",13930,"ORD",1155,1150,-5,1330,1317,-13,0,0,1317,"null",797,810,4
"MQ",20398,"N667MQ",11267,"DAY",13930,"ORD",600,1319,439,620,1324,424,0,0,1324,"null",804,810,4
"EV",20366,"N14905",10792,"BUF",13930,"ORD",1219,1213,-6,1310,1324,14,0,0,1324,"null",804,810,4
"MQ",20398,"N522MQ",13495,"MSY",13930,"ORD",1100,1105,5,1325,1325,0,0,0,1325,"null",805,810,4
"AA",19805,"N4WKAA",13204,"MCO",13930,"ORD",1130,1153,23,1325,1327,2,0,0,1327,"null",807,810,4
"MQ",20398,"N522MQ",13495,"MSY",13930,"ORD",1100,1105,5,1325,1325,0,0,0,1325,"null",805,825,4
"AA",19805,"N4WKAA",13204,"MCO",13930,"ORD",1130,1153,23,1325,1327,2,0,0,1327,"null",807,825,4
"EV",20366,"N16571",11986,"GRR",13930,"ORD",1311,1333,22,1310,1331,21,0,0,1331,"null",811,825,4
"YV",20378,"N515MJ",13303,"MIA",13930,"ORD",1128,1123,-5,1345,1334,-11,0,0,1334,"null",814,825,4
"MQ",20398,"N834MQ",12217,"HSV",13930,"ORD",1200,1158,-2,1405,1335,-30,0,0,1335,"null",815,825,4
"UA",19977,"N37255",11292,"DEN",13930,"ORD",1001,1028,27,1327,1335,8,0,0,1335,"null",815,825,4
"OO",20304,"N925SW",11042,"CLE",13930,"ORD",1256,1257,1,1322,1336,14,0,0,1336,"null",816,825,4
"OO",20304,"N927SW",14122,"PIT",13930,"ORD",1255,1253,-2,1330,1338,8,0,0,1338,"null",818,825,4
"UA",19977,"N588UA",12953,"LGA",13930,"ORD",1200,1158,-2,1331,1338,7,0,0,1338,"null",818,825,4
"AA",19805,"N3AXAA",14831,"SJC",13930,"ORD",730,729,-1,1340,1341,1,0,0,1341,"null",821,825,4
"MQ",20398,"N685MQ",14122,"PIT",13930,"ORD",1215,1221,6,1255,1342,47,0,0,1342,"null",822,825,4
"UA",19977,"N550UA",12892,"LAX",13930,"ORD",802,759,-3,1410,1343,-27,0,0,1343,"null",823,825,4
"MQ",20398,"N614MQ",10693,"BNA",13930,"ORD",1115,1145,30,1255,1316,21,0,0,1316,"null",796,825,4
"MQ",20398,"N636MQ",13871,"OMA",13930,"ORD",1155,1150,-5,1330,1317,-13,0,0,1317,"null",797,825,4
"MQ",20398,"N667MQ",11267,"DAY",13930,"ORD",600,1319,439,620,1324,424,0,0,1324,"null",804,825,4
"EV",20366,"N14905",10792,"BUF",13930,"ORD",1219,1213,-6,1310,1324,14,0,0,1324,"null",804,825,4
"EV",20366,"N12122",15919,"XNA",13930,"ORD",1210,1217,7,1355,1352,-3,0,0,1352,"null",832,840,1
"EV",20366,"N26545",10408,"ATW",13930,"ORD",1113,1311,118,1214,1354,100,0,39,1354,"null",834,840,1
"AA",19805,"N3CUAA",11697,"FLL",13930,"ORD",1155,1153,-2,1420,1356,-24,0,0,1356,"null",836,840,1
"AA",19805,"N3AHAA",14679,"SAN",13930,"ORD",910,820,1390,1510,1357,1367,0,0,1357,"null",837,840,1
"EV",20366,"N16571",11986,"GRR",13930,"ORD",1311,1333,22,1310,1331,21,0,0,1331,"null",811,840,1
"YV",20378,"N515MJ",13303,"MIA",13930,"ORD",1128,1123,-5,1345,1334,-11,0,0,1334,"null",814,840,1
"MQ",20398,"N834MQ",12217,"HSV",13930,"ORD",1200,1158,-2,1405,1335,-30,0,0,1335,"null",815,840,1
"UA",19977,"N37255",11292,"DEN",13930,"ORD",1001,1028,27,1327,1335,8,0,0,1335,"null",815,840,1
"OO",20304,"N925SW",11042,"CLE",13930,"ORD",1256,1257,1,1322,1336,14,0,0,1336,"null",816,840,1
"OO",20304,"N927SW",14122,"PIT",13930,"ORD",1255,1253,-2,1330,1338,8,0,0,1338,"null",818,840,1
"UA",19977,"N588UA",12953,"LGA",13930,"ORD",1200,1158,-2,1331,1338,7,0,0,1338,"null",818,840,1
"AA",19805,"N3AXAA",14831,"SJC",13930,"ORD",730,729,-1,1340,1341,1,0,0,1341,"null",821,840,1
"MQ",20398,"N685MQ",14122,"PIT",13930,"ORD",1215,1221,6,1255,1342,47,0,0,1342,"null",822,840,1
"UA",19977,"N550UA",12892,"LAX",13930,"ORD",802,759,-3,1410,1343,-27,0,0,1343,"null",823,840,1
"YV",20378,"N507MJ",15096,"SYR",13930,"ORD",1213,1245,32,1321,1346,25,0,0,1346,"null",826,840,1
"MQ",20398,"N819MQ",11823,"FWA",13930,"ORD",1410,1400,-10,1410,1347,-23,0,0,1347,"null",827,840,1
"AA",19805,"N3DGAA",14908,"SNA",13930,"ORD",815,812,-3,1405,1347,-18,0,0,1347,"null",827,840,1
"OO",20304,"N923SW",13342,"MKE",13930,"ORD",1311,1305,-6,1400,1348,-12,0,0,1348,"null",828,840,1
"OO",20304,"N593ML",11433,"DTW",13930,"ORD",1345,1340,-5,1410,1351,-19,0,0,1351,"null",831,840,1
"AA",19805,"N3AFAA",10721,"BOS",13930,"ORD",1200,1159,-1,1345,1352,7,0,0,1352,"null",832,840,1
"YV",20378,"N507MJ",15096,"SYR",13930,"ORD",1213,1245,32,1321,1346,25,0,0,1346,"null",826,855,6
"MQ",20398,"N819MQ",11823,"FWA",13930,"ORD",1410,1400,-10,1410,1347,-23,0,0,1347,"null",827,855,6
"AA",19805,"N3DGAA",14908,"SNA",13930,"ORD",815,812,-3,1405,1347,-18,0,0,1347,"null",827,855,6
"OO",20304,"N923SW",13342,"MKE",13930,"ORD",1311,1305,-6,1400,1348,-12,0,0,1348,"null",828,855,6
"OO",20304,"N593ML",11433,"DTW",13930,"ORD",1345,1340,-5,1410,1351,-19,0,0,1351,"null",831,855,6
"AA",19805,"N3AFAA",10721,"BOS",13930,"ORD",1200,1159,-1,1345,1352,7,0,0,1352,"null",832,855,6
"EV",20366,"N12122",15919,"XNA",13930,"ORD",1210,1217,7,1355,1352,-3,0,0,1352,"null",832,855,6
"EV",20366,"N26545",10408,"ATW",13930,"ORD",1113,1311,118,1214,1354,100,0,39,1354,"null",834,855,6
"AA",19805,"N3CUAA",11697,"FLL",13930,"ORD",1155,1153,-2,1420,1356,-24,0,0,1356,"null",836,855,6
