reporting_airline,dot_id_reporting_airline,tail_number,originairportid,origin,destairportid,dest,crsdeptime,deptime,depdelay,crsarrtime,arrtime,arrdelay,cancelled,totaladdgtime,arrival_time,col_for_aircraft_model,arrival_time_min,time_only_int,Taxis_departed
"AA",19805,"N3AHAA",14679,"SAN",13930,"ORD",910,820,1390,1510,1357,1367,0,0,1357,"null",837,855,6
"MQ",20398,"N638MQ",10821,"BWI",13930,"ORD",1240,1248,8,1400,1401,1,0,0,1401,"null",841,855,6
"UA",19977,"N454UA",15304,"TPA",13930,"ORD",1204,1227,23,1354,1401,7,0,0,1401,"null",841,855,6
"MQ",20398,"N515MQ",14100,"PHL",13930,"ORD",1240,1234,-6,1350,1401,11,0,0,1401,"null",841,855,6
"EV",20366,"N13970",12339,"IND",13930,"ORD",1412,1408,-4,1418,1402,-16,0,0,1402,"null",842,855,6
"UA",19977,"N73275",12266,"IAH",13930,"ORD",1140,1147,7,1421,1405,-16,0,0,1405,"null",845,855,6
"EV",20366,"N15910",11066,"CMH",13930,"ORD",1335,1354,19,1355,1408,13,0,0,1408,"null",848,855,6
"MQ",20398,"N525MQ",10397,"ATL",13930,"ORD",1325,1320,-5,1425,1408,-17,0,0,1408,"null",848,855,6
"EV",20366,"N13997",10785,"BTV",13930,"ORD",1158,1223,25,1333,1408,35,0,0,1408,"null",848,855,6
"EV",20366,"N15983",10408,"ATW",13930,"ORD",1308,1319,11,1410,1409,-1,0,0,1409,"null",849,855,6
"MQ",20398,"N639MQ",11637,"FAR",13930,"ORD",1155,1221,26,1345,1410,25,0,0,1410,"null",850,855,6
"MQ",20398,"N501MQ",13487,"MSP",13930,"ORD",1255,1252,-3,1425,1410,-15,0,0,1410,"null",850,855,6
"UA",19977,"N12218",13204,"MCO",13930,"ORD",1234,1229,-5,1428,1413,-15,0,0,1413,"null",853,855,6
"EV",20366,"N13965",11003,"CID",13930,"ORD",1322,1317,-5,1428,1413,-15,0,0,1413,"null",853,855,6
"9E",20363,"N925XJ",13487,"MSP",13930,"ORD",1300,1258,-2,1431,1414,-17,0,0,1414,"null",854,855,6
"MQ",20398,"N517MQ",11618,"EWR",13930,"ORD",1220,1217,-3,1350,1414,24,0,0,1414,"null",854,855,6
"MQ",20398,"N638MQ",10821,"BWI",13930,"ORD",1240,1248,8,1400,1401,1,0,0,1401,"null",841,870,2
"UA",19977,"N454UA",15304,"TPA",13930,"ORD",1204,1227,23,1354,1401,7,0,0,1401,"null",841,870,2
"MQ",20398,"N515MQ",14100,"PHL",13930,"ORD",1240,1234,-6,1350,1401,11,0,0,1401,"null",841,870,2
"EV",20366,"N13970",12339,"IND",13930,"ORD",1412,1408,-4,1418,1402,-16,0,0,1402,"null",842,870,2
"UA",19977,"N73275",12266,"IAH",13930,"ORD",1140,1147,7,1421,1405,-16,0,0,1405,"null",845,870,2
"EV",20366,"N15910",11066,"CMH",13930,"ORD",1335,1354,19,1355,1408,13,0,0,1408,"null",848,870,2
"MQ",20398,"N525MQ",10397,"ATL",13930,"ORD",1325,1320,-5,1425,1408,-17,0,0,1408,"null",848,870,2
"EV",20366,"N13997",10785,"BTV",13930,"ORD",1158,1223,25,1333,1408,35,0,0,1408,"null",848,870,2
"EV",20366,"N15983",10408,"ATW",13930,"ORD",1308,1319,11,1410,1409,-1,0,0,1409,"null",849,870,2
"MQ",20398,"N639MQ",11637,"FAR",13930,"ORD",1155,1221,26,1345,1410,25,0,0,1410,"null",850,870,2
"MQ",20398,"N501MQ",13487,"MSP",13930,"ORD",1255,1252,-3,1425,1410,-15,0,0,1410,"null",850,870,2
"UA",19977,"N12218",13204,"MCO",13930,"ORD",1234,1229,-5,1428,1413,-15,0,0,1413,"null",853,870,2
"EV",20366,"N13965",11003,"CID",13930,"ORD",1322,1317,-5,1428,1413,-15,0,0,1413,"null",853,870,2
"9E",20363,"N925XJ",13487,"MSP",13930,"ORD",1300,1258,-2,1431,1414,-17,0,0,1414,"null",854,870,2
"MQ",20398,"N517MQ",11618,"EWR",13930,"ORD",1220,1217,-3,1350,1414,24,0,0,1414,"null",854,870,2
"MQ",20398,"N814MQ",11433,"DTW",13930,"ORD",1405,1405,0,1430,1415,-15,0,0,1415,"null",855,870,2
"UA",19977,"N839UA",12889,"LAS",13930,"ORD",904,854,-10,1438,1418,-20,0,0,1418,"null",858,870,2
"EV",20366,"N25134",11775,"FSD",13930,"ORD",1248,1240,-8,1425,1419,-6,0,0,1419,"null",859,870,2
"AA",19805,"N579AA",14107,"PHX",13930,"ORD",920,1015,55,1345,1419,34,0,0,1419,"null",859,870,2
"EV",20366,"N909EV",10994,"CHS",13930,"ORD",1230,1251,21,1354,1420,26,0,0,1420,"null",860,870,2
"UA",19977,"N467UA",14057,"PDX",13930,"ORD",713,830,77,1306,1422,76,0,17,1422,"null",862,870,2
"OO",20304,"N962SW",12197,"HPN",13930,"ORD",1200,1220,20,1335,1423,48,0,0,1423,"null",863,870,2
"MQ",20398,"N840MQ",15380,"TVC",13930,"ORD",1415,1413,-2,1430,1424,-6,0,0,1424,"null",864,870,2
"AA",19805,"N551AA",12889,"LAS",13930,"ORD",905,901,-4,1440,1424,-16,0,0,1424,"null",864,870,2
"UA",19977,"N467UA",14057,"PDX",13930,"ORD",713,830,77,1306,1422,76,0,17,1422,"null",862,885,4
"OO",20304,"N962SW",12197,"HPN",13930,"ORD",1200,1220,20,1335,1423,48,0,0,1423,"null",863,885,4
"MQ",20398,"N840MQ",15380,"TVC",13930,"ORD",1415,1413,-2,1430,1424,-6,0,0,1424,"null",864,885,4
"AA",19805,"N551AA",12889,"LAS",13930,"ORD",905,901,-4,1440,1424,-16,0,0,1424,"null",864,885,4
"VX",21171,"N530VA",12892,"LAX",13930,"ORD",845,848,3,1450,1430,-20,0,0,1430,"null",870,885,4
"AS",19930,"N317AS",14747,"SEA",13930,"ORD",837,836,-1,1434,1430,-4,0,0,1430,"null",870,885,4
"OO",20304,"N507CA",11076,"CMX",13930,"ORD",1410,1400,-10,1440,1430,-10,0,0,1430,"null",870,885,4
"MQ",20398,"N923MQ",13230,"MDT",13930,"ORD",1310,1319,9,1420,1432,12,0,0,1432,"null",872,885,4
"UA",19977,"N507UA",14747,"SEA",13930,"ORD",853,846,-7,1443,1433,-10,0,0,1433,"null",873,885,4
"MQ",20398,"N9EAMQ",12266,"IAH",13930,"ORD",1145,1225,40,1415,1435,20,0,0,1435,"null",875,885,4
"EV",20366,"N21130",11109,"COS",13930,"ORD",1046,1124,38,1416,1436,20,0,0,1436,"null",876,885,4
"AA",19805,"N4YSAA",14027,"PBI",13930,"ORD",1240,1237,-3,1450,1439,-11,0,0,1439,"null",879,885,4
"AA",19805,"N633AA",11503,"EGE",13930,"ORD",1100,0,0,1440,0,0,1,0,1440,"null",880,885,4
"MQ",20398,"N855MQ",13290,"MHK",13930,"ORD",1315,1303,-12,1455,1440,-15,0,0,1440,"null",880,885,4
"UA",19977,"N511UA",11292,"DEN",13930,"ORD",1129,1132,3,1451,1441,-10,0,0,1441,"null",881,885,4
"MQ",20398,"N932MQ",13851,"OKC",13930,"ORD",1150,1249,59,1400,1444,44,0,0,1444,"null",884,885,4
"MQ",20398,"N605MQ",11057,"CLT",13930,"ORD",1340,1339,-1,1455,1444,-11,0,0,1444,"null",884,885,4
"EV",20366,"N17138",15370,"TUL",13930,"ORD",1306,1305,-1,1457,1444,-13,0,0,1444,"null",884,885,4
"MQ",20398,"N814MQ",11433,"DTW",13930,"ORD",1405,1405,0,1430,1415,-15,0,0,1415,"null",855,885,4
"UA",19977,"N839UA",12889,"LAS",13930,"ORD",904,854,-10,1438,1418,-20,0,0,1418,"null",858,885,4
"EV",20366,"N25134",11775,"FSD",13930,"ORD",1248,1240,-8,1425,1419,-6,0,0,1419,"null",859,885,4
"AA",19805,"N579AA",14107,"PHX",13930,"ORD",920,1015,55,1345,1419,34,0,0,1419,"null",859,885,4
"EV",20366,"N909EV",10994,"CHS",13930,"ORD",1230,1251,21,1354,1420,26,0,0,1420,"null",860,885,4
"AA",19805,"N201AA",11278,"DCA",13930,"ORD",1400,1355,-5,1510,1455,-15,0,0,1455,"null",895,900,9
"MQ",20398,"N630MQ",12451,"JAX",13930,"ORD",1225,1315,50,1405,1456,51,0,0,1456,"null",896,900,9
"EV",20366,"N14977",11986,"GRR",13930,"ORD",1100,1510,250,1100,1457,237,0,0,1457,"null",897,900,9
"EV",20366,"N14923",13931,"ORF",13930,"ORD",1342,1336,-6,1457,1459,2,0,0,1459,"null",899,900,9
"AA",19805,"N511AA",12953,"LGA",13930,"ORD",1300,1258,-2,1440,1459,19,0,0,1459,"null",899,900,9
"VX",21171,"N530VA",12892,"LAX",13930,"ORD",845,848,3,1450,1430,-20,0,0,1430,"null",870,900,9
"AS",19930,"N317AS",14747,"SEA",13930,"ORD",837,836,-1,1434,1430,-4,0,0,1430,"null",870,900,9
"OO",20304,"N507CA",11076,"CMX",13930,"ORD",1410,1400,-10,1440,1430,-10,0,0,1430,"null",870,900,9
"MQ",20398,"N923MQ",13230,"MDT",13930,"ORD",1310,1319,9,1420,1432,12,0,0,1432,"null",872,900,9
"UA",19977,"N507UA",14747,"SEA",13930,"ORD",853,846,-7,1443,1433,-10,0,0,1433,"null",873,900,9
"MQ",20398,"N9EAMQ",12266,"IAH",13930,"ORD",1145,1225,40,1415,1435,20,0,0,1435,"null",875,900,9
"EV",20366,"N21130",11109,"COS",13930,"ORD",1046,1124,38,1416,1436,20,0,0,1436,"null",876,900,9
"AA",19805,"N4YSAA",14027,"PBI",13930,"ORD",1240,1237,-3,1450,1439,-11,0,0,1439,"null",879,900,9
"AA",19805,"N633AA",11503,"EGE",13930,"ORD",1100,0,0,1440,0,0,1,0,1440,"null",880,900,9
"MQ",20398,"N855MQ",13290,"MHK",13930,"ORD",1315,1303,-12,1455,1440,-15,0,0,1440,"null",880,900,9
"UA",19977,"N511UA",11292,"DEN",13930,"ORD",1129,1132,3,1451,1441,-10,0,0,1441,"null",881,900,9
"MQ",20398,"N932MQ",13851,"OKC",13930,"ORD",1150,1249,59,1400,1444,44,0,0,1444,"null",884,900,9
"MQ",20398,"N605MQ",11057,"CLT",13930,"ORD",1340,1339,-1,1455,1444,-11,0,0,1444,"null",884,900,9
"EV",20366,"N17138",15370,"TUL",13930,"ORD",1306,1305,-1,1457,1444,-13,0,0,1444,"null",884,900,9
"OO",20304,"N765SK",11042,"CLE",13930,"ORD",1356,1356,0,1420,1445,25,0,0,1445,"null",885,900,9
"MQ",20398,"N900MQ",13198,"MCI",13930,"ORD",1320,1324,4,1450,1445,-5,0,0,1445,"null",885,900,9
"EV",20366,"N14177",12992,"LIT",13930,"ORD",1328,1322,-6,1515,1446,-29,0,0,1446,"null",886,900,9
"UA",19977,"N806UA",13871,"OMA",13930,"ORD",1329,1324,-5,1505,1447,-18,0,0,1447,"null",887,900,9
"DL",19790,"N963DN",10397,"ATL",13930,"ORD",1345,1356,11,1447,1450,3,0,0,1450,"null",890,900,9
"MQ",20398,"N825MQ",11423,"DSM",13930,"ORD",1335,1338,3,1500,1451,-9,0,0,1451,"null",891,900,9
"AA",19805,"N474AA",15304,"TPA",13930,"ORD",1215,1300,45,1405,1452,47,0,0,1452,"null",892,900,9
"AA",19805,"N3GMAA",13303,"MIA",13930,"ORD",1245,1247,2,1500,1453,-7,0,0,1453,"null",893,900,9
"EV",20366,"N12921",11423,"DSM",13930,"ORD",1342,1337,-5,1500,1454,-6,0,0,1454,"null",894,900,9
"OO",20304,"N765SK",11042,"CLE",13930,"ORD",1356,1356,0,1420,1445,25,0,0,1445,"null",885,915,4
"MQ",20398,"N900MQ",13198,"MCI",13930,"ORD",1320,1324,4,1450,1445,-5,0,0,1445,"null",885,915,4
"EV",20366,"N14177",12992,"LIT",13930,"ORD",1328,1322,-6,1515,1446,-29,0,0,1446,"null",886,915,4
"UA",19977,"N806UA",13871,"OMA",13930,"ORD",1329,1324,-5,1505,1447,-18,0,0,1447,"null",887,915,4
"DL",19790,"N963DN",10397,"ATL",13930,"ORD",1345,1356,11,1447,1450,3,0,0,1450,"null",890,915,4
"MQ",20398,"N825MQ",11423,"DSM",13930,"ORD",1335,1338,3,1500,1451,-9,0,0,1451,"null",891,915,4
"AA",19805,"N474AA",15304,"TPA",13930,"ORD",1215,1300,45,1405,1452,47,0,0,1452,"null",892,915,4
"AA",19805,"N3GMAA",13303,"MIA",13930,"ORD",1245,1247,2,1500,1453,-7,0,0,1453,"null",893,915,4
"EV",20366,"N12921",11423,"DSM",13930,"ORD",1342,1337,-5,1500,1454,-6,0,0,1454,"null",894,915,4
"AA",19805,"N201AA",11278,"DCA",13930,"ORD",1400,1355,-5,1510,1455,-15,0,0,1455,"null",895,915,4
"MQ",20398,"N630MQ",12451,"JAX",13930,"ORD",1225,1315,50,1405,1456,51,0,0,1456,"null",896,915,4
"EV",20366,"N14977",11986,"GRR",13930,"ORD",1100,1510,250,1100,1457,237,0,0,1457,"null",897,915,4
"EV",20366,"N14923",13931,"ORF",13930,"ORD",1342,1336,-6,1457,1459,2,0,0,1459,"null",899,915,4
"AA",19805,"N511AA",12953,"LGA",13930,"ORD",1300,1258,-2,1440,1459,19,0,0,1459,"null",899,915,4
"AA",19805,"N3APAA",14570,"RNO",13930,"ORD",900,854,-6,1455,1500,5,0,0,1500,"null",900,915,4
"UA",19977,"N545UA",14771,"SFO",13930,"ORD",830,825,-5,1446,1500,14,0,0,1500,"null",900,915,4
"MQ",20398,"N619MQ",14576,"ROC",13930,"ORD",1420,1411,-9,1525,1503,-22,0,0,1503,"null",903,915,4
"EV",20366,"N14570",13851,"OKC",13930,"ORD",1201,1318,77,1405,1505,60,0,0,1505,"null",905,915,4
"MQ",20398,"N656MQ",15096,"SYR",13930,"ORD",1345,1344,-1,1455,1507,12,0,0,1507,"null",907,915,4
"MQ",20398,"N660MQ",10980,"CHA",13930,"ORD",1350,1433,43,1445,1509,24,0,0,1509,"null",909,915,4
"OO",20304,"N945SW",13342,"MKE",13930,"ORD",1429,1429,0,1518,1510,-8,0,0,1510,"null",910,915,4
"MQ",20398,"N661MQ",11042,"CLE",13930,"ORD",1355,1403,8,1425,1512,47,0,0,1512,"null",912,915,4
"AA",19805,"N5DKAA",12892,"LAX",13930,"ORD",930,926,-4,1535,1514,-21,0,0,1514,"null",914,915,4
"AA",19805,"N3APAA",14570,"RNO",13930,"ORD",900,854,-6,1455,1500,5,0,0,1500,"null",900,930,6
"UA",19977,"N545UA",14771,"SFO",13930,"ORD",830,825,-5,1446,1500,14,0,0,1500,"null",900,930,6
"MQ",20398,"N619MQ",14576,"ROC",13930,"ORD",1420,1411,-9,1525,1503,-22,0,0,1503,"null",903,930,6
"EV",20366,"N14570",13851,"OKC",13930,"ORD",1201,1318,77,1405,1505,60,0,0,1505,"null",905,930,6
"MQ",20398,"N656MQ",15096,"SYR",13930,"ORD",1345,1344,-1,1455,1507,12,0,0,1507,"null",907,930,6
"MQ",20398,"N660MQ",10980,"CHA",13930,"ORD",1350,1433,43,1445,1509,24,0,0,1509,"null",909,930,6
"OO",20304,"N945SW",13342,"MKE",13930,"ORD",1429,1429,0,1518,1510,-8,0,0,1510,"null",910,930,6
"MQ",20398,"N661MQ",11042,"CLE",13930,"ORD",1355,1403,8,1425,1512,47,0,0,1512,"null",912,930,6
"AA",19805,"N5DKAA",12892,"LAX",13930,"ORD",930,926,-4,1535,1514,-21,0,0,1514,"null",914,930,6
"OO",20304,"N548CA",14869,"SLC",13930,"ORD",1115,1113,-2,1527,1515,-12,0,0,1515,"null",915,930,6
"MQ",20398,"N618MQ",15370,"TUL",13930,"ORD",1225,1323,58,1415,1517,62,0,0,1517,"null",917,930,6
"YV",20378,"N502MJ",13198,"MCI",13930,"ORD",1406,1403,-3,1533,1517,-16,0,0,1517,"null",917,930,6
"UA",19977,"N655UA",12266,"IAH",13930,"ORD",1306,1303,-3,1542,1517,-25,0,0,1517,"null",917,930,6
"OO",20304,"N943SW",13184,"MBS",13930,"ORD",1534,1526,-8,1545,1519,-26,0,0,1519,"null",919,930,6
"EV",20366,"N29906",11977,"GRB",13930,"ORD",1436,1433,-3,1535,1519,-16,0,0,1519,"null",919,930,6
"US",20355,"N770UW",14100,"PHL",13930,"ORD",1355,1349,-6,1511,1519,8,0,0,1519,"null",919,930,6
"MQ",20398,"N521MQ",14869,"SLC",13930,"ORD",1135,1131,-4,1540,1521,-19,0,0,1521,"null",921,930,6
"EV",20366,"N16147",14492,"RDU",13930,"ORD",1410,1417,7,1522,1525,3,0,0,1525,"null",925,930,6
"UA",19977,"N26215",14986,"SRQ",13930,"ORD",1325,1342,17,1515,1526,11,0,0,1526,"null",926,930,6
"AA",19805,"N506AA",15016,"STL",13930,"ORD",1415,1415,0,1525,1528,3,0,0,1528,"null",928,930,6
"UA",19977,"N812UA",11986,"GRR",13930,"ORD",1513,1542,29,1518,1528,10,0,0,1528,"null",928,930,6
"AA",19805,"N3AKAA",14771,"SFO",13930,"ORD",920,917,-3,1535,1529,-6,0,0,1529,"null",929,930,6
"OO",20304,"N548CA",14869,"SLC",13930,"ORD",1115,1113,-2,1527,1515,-12,0,0,1515,"null",915,945,5
"MQ",20398,"N618MQ",15370,"TUL",13930,"ORD",1225,1323,58,1415,1517,62,0,0,1517,"null",917,945,5
"YV",20378,"N502MJ",13198,"MCI",13930,"ORD",1406,1403,-3,1533,1517,-16,0,0,1517,"null",917,945,5
"UA",19977,"N655UA",12266,"IAH",13930,"ORD",1306,1303,-3,1542,1517,-25,0,0,1517,"null",917,945,5
"OO",20304,"N943SW",13184,"MBS",13930,"ORD",1534,1526,-8,1545,1519,-26,0,0,1519,"null",919,945,5
"EV",20366,"N29906",11977,"GRB",13930,"ORD",1436,1433,-3,1535,1519,-16,0,0,1519,"null",919,945,5
"US",20355,"N770UW",14100,"PHL",13930,"ORD",1355,1349,-6,1511,1519,8,0,0,1519,"null",919,945,5
"MQ",20398,"N521MQ",14869,"SLC",13930,"ORD",1135,1131,-4,1540,1521,-19,0,0,1521,"null",921,945,5
"EV",20366,"N16147",14492,"RDU",13930,"ORD",1410,1417,7,1522,1525,3,0,0,1525,"null",925,945,5
"UA",19977,"N26215",14986,"SRQ",13930,"ORD",1325,1342,17,1515,1526,11,0,0,1526,"null",926,945,5
"AA",19805,"N506AA",15016,"STL",13930,"ORD",1415,1415,0,1525,1528,3,0,0,1528,"null",928,945,5
"UA",19977,"N812UA",11986,"GRR",13930,"ORD",1513,1542,29,1518,1528,10,0,0,1528,"null",928,945,5
"AA",19805,"N3AKAA",14771,"SFO",13930,"ORD",920,917,-3,1535,1529,-6,0,0,1529,"null",929,945,5
"US",20355,"N538UW",11057,"CLT",13930,"ORD",1430,1436,6,1530,1530,0,0,0,1530,"null",930,945,5
"OO",20304,"N780SK",11433,"DTW",13930,"ORD",1507,1516,9,1528,1531,3,0,0,1531,"null",931,945,5
"YV",20378,"N512MJ",11298,"DFW",13930,"ORD",1309,1339,30,1524,1532,8,0,0,1532,"null",932,945,5
"MQ",20398,"N528MQ",10423,"AUS",13930,"ORD",1250,1332,42,1520,1534,14,0,0,1534,"null",934,945,5
"OO",20304,"N926SW",12339,"IND",13930,"ORD",1534,1536,2,1539,1536,-3,0,0,1536,"null",936,945,5
"UA",19977,"N840UA",12953,"LGA",13930,"ORD",1354,1356,2,1526,1537,11,0,0,1537,"null",937,945,5
"UA",19977,"N17128",11618,"EWR",13930,"ORD",1259,1356,57,1438,1538,60,0,0,1538,"null",938,945,5
"AA",19805,"N528AA",11298,"DFW",13930,"ORD",1340,1345,5,1600,1542,-18,0,0,1542,"null",942,945,5
"US",20355,"N538UW",11057,"CLT",13930,"ORD",1430,1436,6,1530,1530,0,0,0,1530,"null",930,960,8
"OO",20304,"N780SK",11433,"DTW",13930,"ORD",1507,1516,9,1528,1531,3,0,0,1531,"null",931,960,8
"YV",20378,"N512MJ",11298,"DFW",13930,"ORD",1309,1339,30,1524,1532,8,0,0,1532,"null",932,960,8
"MQ",20398,"N528MQ",10423,"AUS",13930,"ORD",1250,1332,42,1520,1534,14,0,0,1534,"null",934,960,8
"OO",20304,"N926SW",12339,"IND",13930,"ORD",1534,1536,2,1539,1536,-3,0,0,1536,"null",936,960,8
"UA",19977,"N840UA",12953,"LGA",13930,"ORD",1354,1356,2,1526,1537,11,0,0,1537,"null",937,960,8
"UA",19977,"N17128",11618,"EWR",13930,"ORD",1259,1356,57,1438,1538,60,0,0,1538,"null",938,960,8
"AA",19805,"N528AA",11298,"DFW",13930,"ORD",1340,1345,5,1600,1542,-18,0,0,1542,"null",942,960,8
"AA",19805,"N564AA",11298,"DFW",13930,"ORD",1300,1352,52,1515,1545,30,0,0,1545,"null",945,960,8
"UA",19977,"N568UA",12892,"LAX",13930,"ORD",934,959,25,1535,1550,15,0,0,1550,"null",950,960,8
"EV",20366,"N14573",11637,"FAR",13930,"ORD",1415,1405,-10,1559,1551,-8,0,0,1551,"null",951,960,8
"AA",19805,"N3ASAA",12892,"LAX",13930,"ORD",1020,1017,-3,1630,1554,-36,0,0,1554,"null",954,960,8
"UA",19977,"N441UA",11278,"DCA",13930,"ORD",1440,1454,14,1545,1555,10,0,0,1555,"null",955,960,8
"MQ",20398,"N500MQ",11618,"EWR",13930,"ORD",1420,1419,-1,1550,1557,7,0,0,1557,"null",957,960,8
"UA",19977,"N526UA",11292,"DEN",13930,"ORD",1253,1256,3,1615,1558,-17,0,0,1558,"null",958,960,8
"EV",20366,"N11184",12945,"LEX",13930,"ORD",1549,1547,-2,1615,1559,-16,0,0,1559,"null",959,960,8
"AA",19805,"N3HWAA",12094,"HDN",13930,"ORD",1225,1237,12,1610,1603,-7,0,0,1603,"null",963,975,13
"MQ",20398,"N523MQ",14100,"PHL",13930,"ORD",1435,1427,-8,1555,1605,10,0,0,1605,"null",965,975,13
"EV",20366,"N12172",10693,"BNA",13930,"ORD",1410,1435,25,1551,1606,15,0,0,1606,"null",966,975,13
"MQ",20398,"N600MQ",13244,"MEM",13930,"ORD",1420,1438,18,1615,1606,-9,0,0,1606,"null",966,975,13
"EV",20366,"N13124",12217,"HSV",13930,"ORD",1435,1428,-7,1633,1607,-26,0,0,1607,"null",967,975,13
"MQ",20398,"N510MQ",13851,"OKC",13930,"ORD",1420,1435,15,1625,1609,-16,0,0,1609,"null",969,975,13
"EV",20366,"N14905",11203,"CWA",13930,"ORD",1508,1507,-1,1617,1609,-8,0,0,1609,"null",969,975,13
"DL",19790,"N324NB",11433,"DTW",13930,"ORD",1530,1550,20,1559,1609,10,0,0,1609,"null",969,975,13
"MQ",20398,"N834MQ",11977,"GRB",13930,"ORD",1450,1516,26,1600,1610,10,0,0,1610,"null",970,975,13
"EV",20366,"N18556",13029,"LNK",13930,"ORD",1441,1445,4,1618,1611,-7,0,0,1611,"null",971,975,13
"MQ",20398,"N694MQ",11066,"CMH",13930,"ORD",1530,1602,32,1555,1612,17,0,0,1612,"null",972,975,13
"EV",20366,"N22971",14108,"PIA",13930,"ORD",1428,1521,53,1519,1614,55,0,0,1614,"null",974,975,13
"AA",19805,"N564AA",11298,"DFW",13930,"ORD",1300,1352,52,1515,1545,30,0,0,1545,"null",945,975,13
"UA",19977,"N568UA",12892,"LAX",13930,"ORD",934,959,25,1535,1550,15,0,0,1550,"null",950,975,13
"EV",20366,"N14573",11637,"FAR",13930,"ORD",1415,1405,-10,1559,1551,-8,0,0,1551,"null",951,975,13
"AA",19805,"N3ASAA",12892,"LAX",13930,"ORD",1020,1017,-3,1630,1554,-36,0,0,1554,"null",954,975,13
"UA",19977,"N441UA",11278,"DCA",13930,"ORD",1440,1454,14,1545,1555,10,0,0,1555,"null",955,975,13
"MQ",20398,"N500MQ",11618,"EWR",13930,"ORD",1420,1419,-1,1550,1557,7,0,0,1557,"null",957,975,13
"UA",19977,"N526UA",11292,"DEN",13930,"ORD",1253,1256,3,1615,1558,-17,0,0,1558,"null",958,975,13
"EV",20366,"N11184",12945,"LEX",13930,"ORD",1549,1547,-2,1615,1559,-16,0,0,1559,"null",959,975,13
"MQ",20398,"N520MQ",11292,"DEN",13930,"ORD",1255,1246,-9,1620,1602,-18,0,0,1602,"null",962,975,13
"UA",19977,"N456UA",11618,"EWR",13930,"ORD",1411,1416,5,1549,1603,14,0,0,1603,"null",963,975,13
"MQ",20398,"N676MQ",14122,"PIT",13930,"ORD",1510,1507,-3,1550,1603,13,0,0,1603,"null",963,975,13
"MQ",20398,"N693MQ",11612,"EVV",13930,"ORD",1505,1507,2,1635,1621,-14,0,0,1621,"null",981,990,5
"OO",20304,"N702SK",13502,"MTJ",13930,"ORD",1238,1259,21,1625,1622,-3,0,0,1622,"null",982,990,5
"EV",20366,"N16571",12884,"LAN",13930,"ORD",1603,1632,29,1608,1623,15,0,0,1623,"null",983,990,5
"OO",20304,"N986SW",12278,"ICT",13930,"ORD",1448,1448,0,1634,1623,-11,0,0,1623,"null",983,990,5
"AA",19805,"N3BCAA",10721,"BOS",13930,"ORD",1410,1415,5,1600,1623,23,0,0,1623,"null",983,990,5
"MQ",20398,"N613MQ",15048,"SUX",13930,"ORD",1450,1457,7,1625,1625,0,0,0,1625,"null",985,990,5
"AA",19805,"N505AA",13204,"MCO",13930,"ORD",1440,1449,9,1640,1626,-14,0,0,1626,"null",986,990,5
"OO",20304,"N701BR",14006,"PAH",13930,"ORD",1454,1510,16,1629,1627,-2,0,0,1627,"null",987,990,5
"EV",20366,"N16987",10785,"BTV",13930,"ORD",1454,1453,-1,1626,1628,2,0,0,1628,"null",988,990,5
"OO",20304,"N593ML",11823,"FWA",13930,"ORD",1615,1635,20,1617,1628,11,0,0,1628,"null",988,990,5
"MQ",20398,"N636MQ",13342,"MKE",13930,"ORD",1550,1543,-7,1650,1628,-22,0,0,1628,"null",988,990,5
"MQ",20398,"N520MQ",11292,"DEN",13930,"ORD",1255,1246,-9,1620,1602,-18,0,0,1602,"null",962,990,5
"UA",19977,"N456UA",11618,"EWR",13930,"ORD",1411,1416,5,1549,1603,14,0,0,1603,"null",963,990,5
"MQ",20398,"N676MQ",14122,"PIT",13930,"ORD",1510,1507,-3,1550,1603,13,0,0,1603,"null",963,990,5
"AA",19805,"N3HWAA",12094,"HDN",13930,"ORD",1225,1237,12,1610,1603,-7,0,0,1603,"null",963,990,5
"MQ",20398,"N523MQ",14100,"PHL",13930,"ORD",1435,1427,-8,1555,1605,10,0,0,1605,"null",965,990,5
"EV",20366,"N12172",10693,"BNA",13930,"ORD",1410,1435,25,1551,1606,15,0,0,1606,"null",966,990,5
"MQ",20398,"N600MQ",13244,"MEM",13930,"ORD",1420,1438,18,1615,1606,-9,0,0,1606,"null",966,990,5
"EV",20366,"N13124",12217,"HSV",13930,"ORD",1435,1428,-7,1633,1607,-26,0,0,1607,"null",967,990,5
"MQ",20398,"N510MQ",13851,"OKC",13930,"ORD",1420,1435,15,1625,1609,-16,0,0,1609,"null",969,990,5
"EV",20366,"N14905",11203,"CWA",13930,"ORD",1508,1507,-1,1617,1609,-8,0,0,1609,"null",969,990,5
"DL",19790,"N324NB",11433,"DTW",13930,"ORD",1530,1550,20,1559,1609,10,0,0,1609,"null",969,990,5
"MQ",20398,"N834MQ",11977,"GRB",13930,"ORD",1450,1516,26,1600,1610,10,0,0,1610,"null",970,990,5
"EV",20366,"N18556",13029,"LNK",13930,"ORD",1441,1445,4,1618,1611,-7,0,0,1611,"null",971,990,5
"MQ",20398,"N694MQ",11066,"CMH",13930,"ORD",1530,1602,32,1555,1612,17,0,0,1612,"null",972,990,5
"EV",20366,"N22971",14108,"PIA",13930,"ORD",1428,1521,53,1519,1614,55,0,0,1614,"null",974,990,5
"EV",20366,"N13949",10529,"BDL",13930,"ORD",1403,1359,-4,1540,1615,35,0,0,1615,"null",975,990,5
